fund_code,fund_name,date,unit_nav,accumulated_nav,daily_growth_rate,return_1w,return_1m,return_3m,return_6m,return_1y,return_2y,return_3y,return_ytd,return_since_inception,fee_rate
016248,银华创新动力优选混合A,2025-09-30,1.0418,1.0418,0.97,0.53,8.74,35.99,27.94,33.89,35.09,,34.55,4.18,1.50%
004350,汇丰晋信价值先锋股票A,2025-09-30,2.2953,2.6953,1.26,3.96,6.24,21.57,21.12,33.88,23.11,42.1,30.16,181.18,1.50%
011305,工银创新成长混合C,2025-09-30,0.8386,0.8386,1.0,1.59,10.41,36.11,32.5,33.88,31.63,13.32,35.89,-16.14,0.00%
013309,易方达恒生科技ETF联接(QDII)C,2025-09-30,1.5681,1.5681,2.0,4.32,13.02,20.13,16.84,33.88,62.21,78.25,38.97,56.81,0.00%
010888,南方消费升级混合C,2025-09-30,0.9418,0.9418,0.93,2.07,2.06,14.55,19.37,33.87,39.86,29.69,34.22,-5.82,0.00%
016552,诺德策略回报股票C,2025-09-30,1.1216,1.1216,2.2,1.92,3.16,22.03,36.13,33.87,38.16,,37.23,12.15,0.00%
004352,北信瑞丰研究精选,2025-09-30,1.7551,1.7551,1.99,4.11,6.12,39.08,38.49,33.85,52.04,31.03,46.88,75.51,1.50%
019153,中欧锐意成长混合发起A,2025-09-30,1.3791,1.3791,1.45,3.23,8.56,29.97,27.72,33.85,38.34,,41.14,37.91,1.50%
009897,广发港股通成长精选股票C,2025-09-30,0.7684,0.7684,2.17,3.94,7.11,20.42,30.52,33.84,41.07,34.01,45.86,-23.16,0.00%
011939,博时新能源汽车主题混合C,2025-09-30,0.9323,0.9323,1.27,2.66,12.28,38.08,34.32,33.84,34.47,-4.67,41.11,-6.77,0.00%
014920,银华心选一年持有期混合C,2025-09-30,1.1107,1.1107,1.15,3.49,3.42,12.36,19.53,33.84,27.14,22.05,33.24,11.07,0.00%
016746,浦银安盛光耀优选混合A,2025-09-30,1.1168,1.1168,0.44,0.96,4.31,26.92,28.77,33.84,36.8,,30.04,11.68,1.50%
014639,兴证全球合衡三年持有混合A,2025-09-30,1.0488,1.0488,1.15,4.79,13.86,24.25,25.21,33.83,35.43,14.96,30.97,4.88,1.50%
012380,创金合信港股互联网3个月持有期混合(QDII)C,2025-09-29,0.8086,0.8086,1.71,1.06,10.15,14.79,9.34,33.81,48.69,45.46,31.74,-19.14,0.00%
012905,金鹰睿选成长六个月持有混合A,2025-09-30,1.0685,1.0685,0.42,0.72,7.16,22.11,25.16,33.81,7.52,,38.77,6.85,1.50%
000031,华夏复兴混合A,2025-09-30,2.656,2.656,0.3,3.11,12.59,31.81,37.4,33.8,17.42,-2.14,40.75,165.6,1.50%
002214,中海沪港深价值优选混合A,2025-09-30,1.148,1.268,2.59,3.8,8.51,21.61,23.71,33.8,31.65,8.71,42.61,24.32,1.50%
020668,富国创业板中盘200ETF发起式联接C,2025-09-30,1.5058,1.5058,1.22,1.67,-0.66,14.38,18.48,33.8,,,26.16,50.58,0.00%
005960,博时量化价值股票A,2025-09-30,1.6173,1.8732,0.42,3,4.41,26.44,30.59,33.78,42.94,47.21,33.92,96.3,1.50%
005793,华富可转债债券A,2025-09-30,1.6323,1.6323,0.88,3.72,3.39,13.49,18.9,33.78,22.53,13.67,24.39,63.23,0.80%
015221,汇添富积极回报一年持有混合(FOF)A,2025-09-26,1.1237,1.1237,-2.22,0.04,4.14,23.09,24.72,33.77,29.19,15.51,29.38,12.37,1.20%
008966,博时成长优选灵活配置混合A,2025-09-30,1.0565,1.388,0.52,-0.35,7.2,39.99,46.67,33.77,22.45,5.87,42.19,31.45,1.50%
016048,华商新量化混合C,2025-09-30,2.452,2.452,1.57,4.03,11.61,44.07,44.66,33.77,40.84,13.68,45.17,0.82,0.00%
000011,华夏大盘精选混合A,2025-09-30,19.736,26.992,1.15,3.9,7.6,30.53,30.97,33.76,33.92,26.02,33.91,4028.61,1.50%
009108,富国红利精选混合(QDII)人民币,2025-09-29,1.7836,1.7836,1.32,-0.98,1.66,10.36,24.22,33.76,49.33,36.58,34.29,78.36,1.50%
011308,富国生物医药科技混合C,2025-09-30,2.1019,2.1019,2.16,1.4,-1.17,18.32,38.81,33.75,28.42,31.05,52.16,-7.56,0.00%
011030,达诚价值先锋灵活配置A,2025-09-30,0.8627,0.8627,-1.1,-1.38,1.6,42.74,42.22,33.75,36.72,33.54,38.36,-13.73,1.50%
011705,东方阿尔法产业先锋混合C,2025-09-30,0.6448,0.6448,-0.14,0.58,17.77,46.91,38.58,33.75,31.91,-12.52,46.11,-35.52,0.00%
012388,国金ESG持续增长混合C,2025-09-30,0.8972,0.8972,1.83,3.54,2.88,22.55,30.1,33.75,23.51,8.01,34.15,-10.28,0.00%
014071,汇添富均衡增长三个月持有混合(FOF)C,2025-09-26,1.0949,1.0949,-1.89,0.9,5.51,23.31,24.93,33.75,28.9,14.54,26.61,9.49,0.00%
014306,华泰柏瑞中证500指数增强C,2025-09-30,1.3668,1.3668,1.03,3.86,5.91,27.85,31.46,33.74,39.44,37.02,36.82,36.68,0.00%
016988,景顺长城大中华混合(QDII)C人民币,2025-09-29,2.434,2.434,1.76,0.12,7.84,16.24,21.28,33.74,41.76,,35.67,40.86,0.00%
002124,广发新兴产业混合A,2025-09-30,2.573,2.978,0.08,1.06,4.85,30.87,31.48,33.73,25.82,2.03,39.53,197.92,1.50%
015553,融通价值成长混合A,2025-09-30,1.3381,1.3381,1.67,1.22,-3.37,12.9,28.43,33.73,27.68,46.69,32.2,33.81,1.50%
050119,博时转债增强债券C,2025-09-30,2.1587,2.1627,1.13,4.74,4.41,16.62,21.14,33.72,29.81,15.62,30.77,116.41,0.00%
006013,易方达鑫转招利混合A,2025-09-30,1.9762,2.0412,1.22,4.89,5.07,16.34,19.85,33.72,24.19,22.99,24.51,105.61,1.00%
005795,博时中证500指数增强C,2025-09-30,1.6687,1.6687,0.88,4.09,5.11,26.07,29.87,33.71,39.12,38.02,34.02,72.35,0.00%
011344,景顺长城融景一年持有混合A,2025-09-30,0.9208,0.9208,1.39,4.09,7.11,25.66,28.39,33.7,32.45,20.94,36.7,-7.92,1.50%
012804,广发恒生科技ETF联接(QDII)A,2025-09-30,1.0878,1.0878,2.05,4.38,13.17,20.59,16.6,33.7,63.58,74.47,39.34,8.78,1.20%
006087,华泰柏瑞中证500ETF联接C,2025-09-30,1.0516,1.0516,0.87,3.42,5.22,24.69,27.31,33.69,38.94,42.76,30.36,79.52,0.00%
014546,浦银兴耀优选一年持有混合C,2025-09-30,0.8496,0.8496,0.37,1.43,3.75,28.67,30.53,33.69,36.15,-1.69,30.79,-15.04,0.00%
000587,大成灵活配置混合A,2025-09-30,3.756,4.156,0.62,2.01,8.18,30.24,32.53,33.67,40.78,19.09,34.19,366.93,1.50%
012153,博时研究慧选混合A,2025-09-30,1.6555,1.6555,1.51,3.63,4.26,22.38,26.79,33.66,67.78,61.58,37,65.55,1.50%
015395,招商体育文化休闲股票C,2025-09-30,1.922,1.922,0.63,1.85,0.05,11.29,20.05,33.66,29.69,62.06,26.03,29.17,0.00%
015466,太平中证1000指数增强A,2025-09-30,1.4984,1.4984,1.21,3.2,2.37,18.69,23.49,38,40.68,52.29,31.19,49.84,1.20%
019723,中银量化选股混合发起C,2025-09-30,1.5115,1.5115,0.96,2.86,3.69,25.6,31.27,38,,,39.63,51.15,0.00%
021378,兴业中证港股通互联网指数发起式C,2025-09-30,1.8037,1.8037,1.74,3.06,11.2,19.36,21.95,38,,,45.27,80.37,0.00%
002871,华夏智胜价值成长A,2025-09-30,2.1087,2.1087,0.3,2.12,1.6,18.51,27.47,37.99,37.87,56.13,34.82,110.87,1.50%
017845,兴证全球优选积极三个月持有混合(FOF)C,2025-09-26,1.1478,1.1478,-1.43,1.32,5.22,20.95,20.3,37.99,26.22,,26.47,14.78,0.00%
010864,泓德卓远混合A,2025-09-30,0.8004,0.8004,1.37,6.22,17.22,44.03,39.54,37.98,45.63,38.79,45.21,-19.96,1.50%
020064,西部利得科技创新混合A,2025-09-30,1.596,1.596,3.01,5.73,6.53,24.77,28.13,37.98,,,39.84,59.6,1.50%
016061,长城环保主题混合C,2025-09-30,2.0844,2.4815,1.18,2.09,11.69,39.05,29.54,37.97,21.27,-3.66,45.55,-11.84,0.00%
010077,湘财长弘灵活配置混合C,2025-09-30,0.968,0.968,0.84,2.4,19.71,41.6,43.2,37.93,18.25,18.41,43.6,-3.2,0.00%
016340,银河价值成长混合A,2025-09-30,1.1111,1.1111,2.9,8.65,11.81,35.6,42.94,37.92,44.39,,54.04,11.11,1.50%
019982,泓德智选启元混合A,2025-09-30,1.3795,1.3795,0.64,2.71,2.41,20.79,30.03,37.91,,,35.34,37.95,1.50%
013530,弘毅远方国企转型升级混合C,2025-09-30,1.746,1.746,0.31,4.61,9.28,24.02,25.74,37.9,31.88,21.59,35.09,-7.06,0.00%
001650,工银丰收回报灵活配置混合A,2025-09-30,2.351,2.351,1.12,4.26,6.96,27.84,33.58,37.89,46.48,47.58,38.38,135.1,1.50%
012210,申万菱信智能汽车股票A,2025-09-30,0.877,0.877,2.87,7.07,8.63,24.5,19.32,37.89,13.12,-2.97,29.52,-12.3,1.50%
017920,中欧中证1000指数增强C,2025-09-30,1.2607,1.2607,1.03,2.63,3.23,20.64,26.03,37.87,34.58,,29.76,26.07,0.00%
016135,嘉实优势成长混合C,2025-09-30,1.504,1.504,0.6,4.08,8.2,26.71,28.66,37.86,34.89,,33.81,14.29,0.00%
007527,融通量化多策略混合A,2025-09-30,2.1962,2.1962,0.7,2.52,6.74,32.79,44.31,37.85,46.22,17.78,41.79,119.62,1.50%
016465,兴证全球合瑞混合C,2025-09-30,1.2318,1.2318,0.41,2.82,10.2,28.18,30.31,37.85,39.66,25.51,39.49,23.18,0.00%
011451,招商企业优选混合C,2025-09-30,0.7263,0.7263,0.64,-1.05,4.29,46.64,37.58,37.84,40.97,0.47,47.17,-27.37,0.00%
014336,金鹰元丰债券C,2025-09-30,1.8376,1.8376,0.77,4.1,4.56,22.16,24.07,37.84,23.38,8.86,33.63,-11.02,0.00%
001387,国联新经济混合A,2025-09-30,4.349,4.927,-0.3,-1.29,4.34,41.16,43.29,37.84,34.69,0.98,43.86,470.2,1.50%
004332,恒生沪港深新兴产业精选混合,2025-09-30,1.4684,1.4684,1.43,4.42,5.69,29.11,34.51,37.83,12.87,-8.58,41.78,46.84,1.50%
011638,广发沪港深价值成长混合C,2025-09-30,1.0364,1.0364,1.52,3.24,4.99,30.09,41.49,37.8,49.12,43.67,41.97,3.64,0.00%
013566,华夏军工安全混合C,2025-09-30,1.852,1.852,5.59,7.49,2.43,17.22,36.78,37.8,25.22,4.46,39.67,-11.85,0.00%
005262,鑫元欣享灵活配置混合A,2025-09-30,1.378,1.849,2.07,4.75,5.56,22.28,28.4,37.79,24,16.24,35.36,99.41,1.20%
015174,摩根双核平衡混合C,2025-09-30,1.8447,2.012,0.31,1.99,3.94,33.01,43.75,37.79,34.18,0.66,43.46,-5.6,0.00%
460007,华泰柏瑞行业领先混合,2025-09-30,3.217,3.217,-0.12,1.2,4.82,47.37,44.58,37.77,36.31,10.7,50.82,221.7,1.50%
630001,华商领先企业混合,2025-09-30,0.7397,2.2817,0.64,5.54,12.62,35.06,41.54,37.75,27.62,5.13,43.6,105.46,1.50%
015205,银华全球新能源车量化优选股票(QDII)C,2025-09-29,1.4372,1.4372,0.97,1.44,11.65,19.5,23.56,37.73,51.13,40.7,23.36,43.72,0.00%
970194,兴证资管金麒麟3个月(FOF)A,2025-09-26,1.1214,1.7459,-1.35,0.61,3.92,23.48,22.7,37.73,24.86,12.76,27.39,12.15,1.50%
021634,招商中证香港科技ETF发起式联接(QDII)C,2025-09-30,1.8119,1.8119,2.03,4.15,12.76,18.74,18.19,37.73,,,44.87,81.19,0.00%
002387,工银沪港深股票A,2025-09-30,1.2369,1.3049,1.26,2.54,7.87,16.9,24.16,37.72,48.79,46.78,42.5,31.25,1.50%
007413,长城中证500指数增强C,2025-09-30,1.7596,1.9996,1.07,3.6,5.9,26.88,31.36,37.72,41.03,48.78,36.13,126.02,0.00%
007775,汇安量化先锋混合A,2025-09-30,1.3308,1.3308,3.97,9.26,10.11,33.48,37.44,37.72,27.7,12.15,51.8,33.08,1.50%
013072,泰信医疗服务混合发起式A,2025-09-30,1.2867,1.2867,1.49,-0.39,-9.24,8.94,37.7,37.72,33.75,54.97,39.86,28.67,1.50%
006594,博道中证500增强C,2025-09-30,2.246,2.526,0.9,3.08,4.72,23.09,29.47,37.69,43.94,38.99,34.81,172.16,0.00%
018501,光大保德信中国制造2025灵活配置混合C,2025-09-30,2.598,2.598,1.6,4.3,14.2,44.98,40.21,37.68,28.81,,41.43,28.36,0.00%
019339,创金合信启富优选股票发起C,2025-09-30,1.3805,1.3805,-0.12,1.04,-0.01,9.73,26.04,37.68,37.95,,36.26,38.05,0.00%
001388,国联新经济混合C,2025-09-30,2.617,2.763,-0.3,-1.32,4.3,41.15,43.24,37.66,34.41,0.65,43.71,183.32,0.00%
004945,长信中证500指数增强A,2025-09-30,1.9504,1.9504,0.87,3.37,6.56,28.56,32.58,37.66,46.31,35.21,35.66,95.02,1.50%
016266,中信建投趋势领航两年持有混合C,2025-09-30,1.4606,1.4606,0.45,1.64,3.22,20.16,24.85,37.66,42.37,,30.54,46.06,0.00%
012519,大成核心趋势混合A,2025-09-30,1.4263,1.4263,1.71,5.55,11.53,29.94,41.61,37.65,51.12,39.9,56.44,42.63,1.50%
005983,摩根核心精选股票A,2025-09-30,1.6476,1.6476,1.28,5.59,17.83,61.24,60.07,37.64,31.81,-19.58,58.45,64.76,1.50%
002872,华夏智胜价值成长C,2025-09-30,2.0787,2.0787,0.3,2.12,1.58,18.43,27.31,37.63,37.18,54.96,34.57,107.87,0.00%
002803,东方红沪港深混合,2025-09-30,2.37,2.37,2.16,8.12,22.48,45.58,49.15,37.63,32.33,13.51,51.24,137,1.50%
017437,华宝纳斯达克精选股票发起式(QDII)C,2025-09-29,2.2745,2.2745,0.46,-0.19,9.01,16.31,44.61,37.63,84.05,,20.98,127.45,0.00%
590008,中邮战略新兴产业混合A,2025-09-30,6.752,6.752,1.23,2.75,7.69,29.45,28.61,37.6,48.01,66.96,33.78,575.2,1.50%
001740,光大保德信中国制造2025灵活配置混合A,2025-09-30,2.599,2.746,1.6,4.34,14.14,44.95,40.11,37.59,29.11,21,41.25,187.69,1.50%
004813,中欧先进制造股票C,2025-09-30,3.0032,3.0032,2.25,7.75,22.81,46.65,45.05,37.59,47.71,4.26,48.84,200.32,0.00%
501303,广发恒生中型股指数(LOF)A,2025-09-30,1.1671,1.1671,1.66,2.69,2.83,17.89,32.31,37.58,52.68,58.98,39.42,16.71,1.20%
163409,兴全绿色投资混合(LOF),2025-09-30,1.527,3.601,1.8,5.46,10.41,25.16,29.63,34.66,28.1,14.06,35.73,349.01,1.50%
519644,银河智联混合A,2025-09-30,3.407,3.407,2.87,5.94,5.09,33.5,26.7,34.66,25.53,48.32,21.29,240.7,1.50%
020484,中欧中证全指软件开发指数发起A,2025-09-30,1.3583,1.3583,1.55,3.91,-4.64,13.23,16.67,34.66,,,24.69,35.83,1.00%
022156,鹏华可转债债券D,2025-09-30,1.5482,1.5482,1.65,4.94,5.02,22.1,25.18,34.66,,,33.03,54.82,0.90%
007164,浦银安盛环保新能源C,2025-09-30,2.1627,2.1627,0.34,0.68,6.37,43.38,29.23,34.65,14.06,-19.85,41.35,116.27,0.00%
000297,鹏华可转债债券A,2025-09-30,1.8042,1.8612,1.66,4.94,5.02,22.1,25.18,34.65,31.69,20.44,33.03,88.44,0.80%
011938,博时新能源汽车主题混合A,2025-09-30,0.9569,0.9569,1.28,2.68,12.34,38.3,34.74,34.64,36.12,-2.93,41.74,-4.31,1.50%
016525,招商均衡成长混合C,2025-09-30,1.0369,1.0369,2.14,4.34,7.23,20.96,28.57,34.64,18.64,3.85,42.82,3.69,0.00%
519672,银河蓝筹混合A,2025-09-30,5.245,5.245,1.82,4.69,12.72,41.18,34.94,34.63,46.67,6.76,33.49,424.5,1.50%
019235,华富策略精选混合C,2025-09-30,1.7141,1.7141,3.73,11.78,11.72,29.83,34.46,34.63,12.41,,27.91,9.76,0.00%
009466,东方可转债债券C,2025-09-30,1.2094,1.2494,0.99,3.78,4.52,16.22,19.36,34.62,18.98,15.33,28.93,25.61,0.00%
014467,工银行业优选混合C,2025-09-30,1.1228,1.1228,0.27,1.38,15.01,41.29,44.75,34.6,33.33,16.51,45.89,12.28,0.00%
015104,博道研究恒选混合A,2025-09-30,1.1236,1.1236,0.73,2.55,6.85,23.45,29.69,34.6,38.2,22.85,35.02,12.36,1.50%
003714,英大睿盛C,2025-09-30,2.6831,2.8631,1.3,3.05,6.36,35.61,42.29,34.59,23.7,34.16,39.85,215.71,0.00%
006218,富国生物医药科技混合A,2025-09-30,2.1616,2.1616,2.16,1.41,-1.11,18.5,39.24,34.59,29.98,33.43,52.85,116.16,1.50%
013255,兴全优选进取三个月持有(FOF)C,2025-09-26,1.5922,1.5922,-1.29,1.03,4.73,19.34,19.19,34.59,27.21,25.68,23.91,9.08,0.00%
007241,中欧预见养老2050五年持有(FOF)A,2025-09-26,1.5022,1.5022,-0.73,-0.4,2.11,17.04,15.76,34.57,22.47,4.48,20.76,50.22,1.50%
000803,工银研究精选股票,2025-09-30,4.334,4.334,1.4,3.39,15.45,40.99,38.29,34.55,52.87,53.52,36.03,333.4,1.50%
001878,嘉实沪港深精选股票,2025-09-30,2.976,3.044,0.85,2.2,5.01,21.82,29.17,34.54,60.17,67.1,36.39,211.12,1.50%
501078,广发科创主题灵活配置混合(LOF),2025-09-30,2.3694,2.3694,0.82,1.24,1.56,23.6,26.52,34.54,34.02,6.85,35.06,136.94,1.50%
014526,汇添富中盘潜力增长一年持有混合A,2025-09-30,1.2215,1.2215,2.36,4.69,8.12,32.9,30.03,34.54,41.54,21.72,39.17,22.15,1.50%
019276,长城智能产业混合C,2025-09-30,2.2633,2.2633,1.49,2.48,2.47,18.96,16.34,34.54,24.05,,17.57,25.56,0.00%
018699,国投瑞银盛煊混合C,2025-09-30,1.6442,1.6442,1.24,4.71,4.95,22.52,31.65,34.53,,,31.62,64.42,0.00%
011575,鹏华领航一年持有混合C,2025-09-30,1.4166,1.4166,2.84,6.82,5.71,23.88,29.9,34.52,49.27,64.7,36.22,41.66,0.00%
014838,兴银碳中和主题混合A,2025-09-30,1.2267,1.2267,1.29,3.77,5.53,25.71,27.98,34.52,32.98,24.11,38.83,22.67,1.50%
018902,招商回报优选混合发起式C,2025-09-30,1.3572,1.3572,1.47,0.7,4.43,22.13,14.12,34.52,,,28.05,35.72,0.00%
018419,广发碳中和主题混合发起式C,2025-09-30,1.5837,1.5837,2.81,13.33,22.57,44.64,48.77,34.52,,,50.84,58.37,0.00%
012976,西部利得碳中和混合发起C,2025-09-30,0.8565,0.8665,2.03,8.61,22.36,41.2,39.86,34.5,38.55,8.45,48.93,-13.58,0.00%
018658,兴银消费新趋势灵活配置C,2025-09-30,2.3945,2.3945,-0.01,-0.63,-2.39,12.23,27.94,34.5,84.86,,29.28,76.59,0.00%
001644,汇丰晋信智造先锋股票C,2025-09-30,2.7059,2.7059,2.43,8.45,13.81,35.94,35.63,34.49,15.46,-3.07,40.7,170.51,0.00%
009835,融通新能源汽车主题精选混合C,2025-09-30,2.8149,2.8149,2.83,6.39,19.68,46.07,41.87,34.49,38.84,1.93,41.98,52.16,0.00%
168702,合煦智远金融科技指数(LOF)C,2025-09-30,1.2651,1.2651,-0.02,2.36,-5.4,9.51,19.46,34.48,34.54,63.98,21.61,26.51,0.00%
012379,创金合信港股互联网3个月持有期混合(QDII)A,2025-09-29,0.826,0.826,1.71,1.08,10.21,14.95,9.62,34.48,50.21,47.66,32.22,-17.4,1.50%
013127,汇添富恒生科技ETF联接发起式(QDII)A,2025-09-30,1.0518,1.0518,2.03,4.38,13.26,20.43,17.59,34.48,64.01,73.39,39.4,5.18,1.00%
014439,博时恒生科技ETF发起式联接(QDII)C,2025-09-30,1.2111,1.2111,2.0,4.32,13.09,20.24,17.07,34.48,62.76,80.41,39.22,21.11,0.00%
019169,博时中证淘金大数据100C,2025-09-30,1.289,1.289,0.74,3.37,2.12,18.16,22.62,34.47,35.94,,29.89,35.21,0.00%
020729,华安中证全指软件开发ETF发起式联接A,2025-09-30,1.3634,1.3634,1.53,3.82,-4.78,12.2,14.74,34.47,,,21.56,36.34,0.60%
007254,广发均衡价值混合A,2025-09-30,2.1244,2.1244,1.21,2.15,8.5,26.45,33.38,34.46,18.94,18.29,44.63,112.42,1.50%
000029,富国宏观策略灵活配置混合A,2025-09-30,3.052,3.247,0.56,2.66,4.16,16.71,28.61,34.45,28.56,1.16,27.06,254.75,1.50%
020023,国泰事件驱动策略混合A,2025-09-30,6.0304,6.0304,1.31,3.75,1.65,18.62,21.38,34.45,21.97,16.12,30.2,503.04,1.50%
009896,广发港股通成长精选股票A,2025-09-30,0.7845,0.7845,2.18,3.95,7.14,20.54,30.79,34.45,42.27,35.7,46.31,-21.55,1.50%
016680,中金中证500ESG指数增强A,2025-09-30,1.2918,1.2918,0.84,2.76,4.52,26.55,31.03,34.45,39.1,,36.63,29.18,1.00%
550015,中信保诚至远动力混合A,2025-09-30,2.8952,2.8952,2.09,5.87,9.23,25.01,22.12,34.44,34.89,21.14,33.56,248.93,0.80%
501006,汇添富中证精准医疗指数(LOF)C,2025-09-30,1.0693,1.0693,2.4,2.83,1.24,23.22,27.65,34.44,17.61,12.43,47.21,6.93,0.00%
009367,浦银安盛科技创新一年持有混合C,2025-09-30,1.2945,1.2945,-0.06,0.04,6.27,19.76,20.23,34.44,72.26,64.36,22.54,29.45,0.00%
014070,汇添富均衡增长三个月持有混合(FOF)A,2025-09-26,1.1125,1.1125,-1.89,0.92,5.56,23.47,25.25,34.44,30.21,16.27,27.07,11.25,1.20%
015035,银华核心动力精选混合A,2025-09-30,0.9748,0.9748,1.27,1.1,9.86,37.74,29.34,34.44,36.3,2.08,33.53,-2.52,1.50%
015254,申万菱信消费增长混合C,2025-09-30,1.394,1.555,0.29,-1.2,-3.66,0.14,19.76,34.43,13.89,-3.39,29.19,0.6,0.00%
010944,招商商业模式优选A,2025-09-30,0.9557,0.9557,-0.34,-2.05,1.82,36.2,35.77,34.42,38.85,-5.46,35.83,-4.43,1.50%
012387,国金ESG持续增长混合A,2025-09-30,0.9162,0.9162,1.83,3.55,2.92,22.72,30.44,34.42,24.75,9.63,34.66,-8.38,1.50%
015570,创金合信医药优选3个月持有混合A,2025-09-30,1.0114,1.0114,1.77,-0.05,-2.7,22.34,31.57,30.98,18.99,4.17,51.43,1.14,1.50%
007932,鹏华中证500ETF联接A,2025-09-30,1.6564,1.7064,0.79,3.21,5.05,24.26,26.92,30.96,33.7,37.53,30.43,72.63,1.20%
166011,中欧盛世成长混合(LOF)A,2025-09-30,2.4021,3.6311,-1.14,-1.21,9.64,28.4,31.03,30.95,40.76,15.34,37.84,494.88,1.50%
014914,博时研究回报混合C,2025-09-30,1.4484,1.4484,1.37,3.46,3.78,21.89,26.84,30.95,45.89,30.83,37,44.84,0.00%
001888,中欧盛世成长混合(LOF)E,2025-09-30,2.4125,3.6415,-1.14,-1.21,9.64,28.4,31.02,30.95,40.78,15.35,37.83,134.68,1.50%
020500,广发中证港股通非银ETF发起式联接A,2025-09-30,1.6854,1.6854,0.01,3.46,-4.6,9.36,30.5,30.95,,,37.97,68.54,1.20%
003153,华富天鑫灵活配置混合C,2025-09-30,1.4353,1.7353,1.77,1.91,1.85,11.82,12.6,30.94,16.89,14.65,17.06,77.41,0.00%
008778,嘉实中证500指数增强A,2025-09-30,1.5564,1.5564,0.94,3.37,4.7,23.51,27.31,30.93,29.18,23.68,32.01,55.64,1.00%
019409,易方达中证港股通中国100ETF联接发起式C,2025-09-30,1.6846,1.6846,0.98,2.76,7.22,12.63,14.74,30.93,,,32.59,68.46,0.00%
013793,富国智浦精选12个月持有混合(FOF)A,2025-09-29,0.9938,0.9938,1.65,0.74,4.22,24.02,25.51,30.92,26.99,23.53,26.95,-0.62,1.20%
017839,银华清洁能源产业混合A,2025-09-30,1.2092,1.2092,1.74,8.72,23.86,38.01,34.31,30.92,31.04,,39.37,20.92,1.50%
006487,广发中证1000ETF联接C,2025-09-30,1.5529,1.5529,0.98,2.26,1.58,17.95,21.11,30.9,19.56,17.33,26.11,55.27,0.00%
014502,泰信汇盈债券A,2025-09-30,1.2521,1.3777,0.01,0.05,0.1,28.01,28.81,30.9,34.2,37.98,28.27,39.91,0.40%
016920,摩根整合驱动混合C,2025-09-30,0.5312,0.5312,0.51,2.25,6.24,40.05,39.06,30.9,11.29,,39.2,-13.12,0.00%
519977,长信可转债债券A,2025-09-30,1.9877,2.9477,1.4,4.7,4.93,16.75,20.1,30.89,23.99,17.59,25.38,284.85,0.80%
009969,金鹰内需成长混合C,2025-09-30,0.9115,1.0618,0.61,2.38,6.51,33.93,37.44,30.89,13.05,-16.45,38.42,2.72,0.00%
022094,恒生前海恒源昭利债券A,2025-09-30,1.189,1.297,0.02,0.02,-0.05,-0.23,28.51,30.89,,,29.19,29.69,0.80%
013157,前海开源新经济混合C,2025-09-30,2.6711,2.6711,2.09,4.04,6.45,27.63,30.71,30.88,19.53,-5.02,31.35,-11.54,0.00%
010807,融通稳信增益6个月持有期混合A,2025-09-30,1.2994,1.2994,-0.58,-0.6,3.36,27.55,35.52,30.88,31.74,30.12,30.21,29.94,1.00%
398051,中海环保新能源混合,2025-09-30,2.069,2.356,2.07,8.38,19.87,38.67,37.93,30.87,16.76,-15.72,37.29,130.36,1.50%
519670,银河行业混合A,2025-09-30,1.115,3.928,2.01,4.99,12.29,38,31.95,30.87,39.72,1.27,30.41,518.16,1.50%
014667,工银优质发展混合C,2025-09-30,1.3228,1.3228,1.4,3.25,14.73,39.4,36.1,30.87,49.52,48.7,33.43,32.28,0.00%
012672,嘉实核心蓝筹混合C,2025-09-30,1.1334,1.1334,1.87,4.6,7.46,24.3,35.62,30.86,46.74,39.96,43.21,13.34,0.00%
017176,摩根动态多因子混合C,2025-09-30,1.1903,1.1903,1.0,2.82,0.62,15.55,19.6,30.86,25.02,,29.24,27.36,0.00%
002217,易方达量化策略C,2025-09-30,1.684,1.684,0.66,2.31,4.6,24.1,29.14,30.85,39.4,12.12,29.94,68.4,0.00%
006938,鹏华中证500指数(LOF)C,2025-09-30,2.2427,2.2427,0.81,3.04,4.96,24.38,26.96,30.85,33.94,34.94,30.18,124.27,0.00%
013439,嘉实产业优势混合A,2025-09-30,1.2149,1.2149,0.86,3.42,9.42,18.97,25.14,30.85,40.11,35.18,30.9,21.49,1.50%
017228,易方达汇裕积极养老五年持有混合(FOF)A,2025-09-26,1.2529,1.2529,-1.46,0.69,5.41,24.49,26.67,30.85,25.92,,29.15,25.29,1.20%
018991,兴银智选消费混合C,2025-09-30,1.3092,1.3092,0.62,1.74,2.84,18.12,22.24,30.85,,,29.04,30.92,0.00%
519976,长信可转债债券C,2025-09-30,1.909,2.816,1.4,4.71,4.93,16.74,20.09,30.84,23.91,17.33,25.34,258.14,0.00%
014960,国泰融安多策略灵活配置混合C,2025-09-30,2.8227,2.8227,0.74,2.41,1.75,17.93,19.48,30.83,18.45,11.57,25.88,-5.35,0.00%
019323,中信建投致远混合C,2025-09-30,1.3819,1.3819,1.13,3.2,3.22,25.3,31.05,30.82,,,35.83,38.19,0.00%
006148,宝盈融源可转债债券C,2025-09-30,1.4282,1.4282,0.32,1.8,5.05,12.23,16.49,30.81,24.67,17.02,24.98,42.82,0.00%
012143,新沃内需增长混合A,2025-09-30,0.6003,0.6003,2.46,4.16,8.89,35.42,34.75,30.81,11.33,-13.76,38.1,-39.97,1.50%
